Year,Country,Area,Activity,Sex,Fatal (Y/N)
2000,USA,Florida,Swimming,F,N
2000,USA,North Carolina,Surfing,M,N
2000,USA,North Carolina,Surfing,M,N
2000,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
2000,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
2000,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N
2000,USA,Florida,Wading,M,N
2000,USA,Florida,Swimming,M,N
2000,USA,Texas,Other,M,N
2000,USA,North Carolina,Other,F,N
2000,USA,Florida,Wading,F,N
2000,USA,Florida,Fishing,F,N
2000,USA,Florida,Wading,F,N
2000,USA,Florida,Wading,F,N
2000,USA,Florida,Wading,M,N
2000,USA,Texas,Surfing,M,N
2000,USA,Florida,Swimming,M,N
2000,USA,Florida,Wading,M,N
2000,USA,Florida,Boarding,M,N
2000,USA,Florida,Fishing,M,N
2000,AUSTRALIA,Queensland,Swimming,M,N
2000,USA,Florida,Boarding,F,N
2000,USA,Florida,Surfing,M,N
2000,AUSTRALIA,New South Wales,Surfing,M,N
2000,AUSTRALIA,New South Wales,Swimming,M,N
2000,USA,Florida,Unknown,M,N
2000,SOUTH AFRICA,Western Cape Province,Surfing,M,N
2000,AUSTRALIA,South Australia,Surfing,M,N
2000,USA,Florida,Fishing,M,N
1999,BRAZIL,Pernambuco,Surfing,M,N
1999,USA,California,Diving,M,Y
1999,USA,Florida,Surfing,M,N
1999,USA,Florida,Surfing,M,N
1999,USA,Hawaii,Swimming,F,N
1999,USA,California,Surfing,M,N
1999,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N
1999,USA,Florida,Boarding,M,N
1999,USA,Florida,Surfing,M,N
1999,USA,Florida,Surfing,M,N
1999,USA,Hawaii,Surfing,M,N
1999,USA,Florida,Surfing,M,N
1999,USA,Florida,Wading,F,N
1999,USA,South Carolina,Wading,F,N
1999,USA,Florida,Surfing,M,N
1999,USA,Florida,Wading,M,N
1999,USA,Florida,Surfing,M,N
1999,USA,Florida,Surfing,M,N
1999,USA,North Carolina,Surfing,M,N
1999,USA,Florida,Surfing,M,N
1999,USA,South Carolina,Other,M,N
1999,USA,Florida,Surfing,M,N
1999,SOUTH AFRICA,Western Cape Province,Surfing,M,N
1999,USA,Florida,Swimming,M,N
1999,USA,Hawaii,Surfing,M,N
1999,SOUTH AFRICA,Western Cape Province,Boarding,M,Y
1999,USA,South Carolina,Unknown,M,N
1999,USA,Florida,Wading,F,N
1999,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1999,USA,Florida,Other,M,N
1999,USA,Florida,Surfing,M,N
1999,USA,Florida,Swimming,M,N
1999,USA,Florida,Wading,M,N
1999,AUSTRALIA,South Australia,Surfing,M,Y
1999,BRAZIL,Pernambuco,Surfing,M,N
1999,USA,Florida,Surfing,M,N
1999,USA,Hawaii,Swimming,F,Y
1999,USA,Hawaii,Surfing,M,N
1999,USA,Hawaii,Swimming,F,N
1999,AUSTRALIA,New South Wales,Surfing,M,N
1999,USA,Florida,Surfing,M,N
1999,SOUTH AFRICA,Eastern Cape Province,Water-Ski,M,N
1999,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1998,USA,Florida,Surfing,M,N
1998,AUSTRALIA,South Australia,Wading,F,N
1998,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1998,SOUTH AFRICA,Eastern Cape Province,Other,M,N
1998,AUSTRALIA,South Australia,Surfing,F,N
1998,USA,Florida,Swimming,M,Y
1998,USA,Florida,Surfing,M,N
1998,USA,Florida,Wading,M,N
1998,BRAZIL,Pernambuco,Surfing,M,Y
1998,USA,Florida,Swimming,F,N
1998,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1998,USA,Florida,Surfing,M,N
1998,BRAZIL,Pernambuco,Surfing,M,N
1998,USA,Florida,Unknown,M,N
1998,USA,Florida,Surfing,M,N
1998,USA,Florida,Surfing,M,N
1998,SOUTH AFRICA,Eastern Cape Province,Fishing,M,N
1998,USA,Florida,Surfing,M,N
1998,USA,Florida,Surfing,M,N
1998,USA,California,Boarding,M,N
1998,USA,Florida,Boarding,M,N
1998,SOUTH AFRICA,Western Cape Province,Surfing,M,N
1998,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1998,BRAZIL,Pernambuco,Surfing,M,N
1998,USA,Florida,Surfing,M,N
1998,SOUTH AFRICA,Western Cape Province,Wading,M,N
1998,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1998,SOUTH AFRICA,Western Cape Province,Surfing,M,N
1998,AUSTRALIA,South Australia,Diving,M,Y
1998,SOUTH AFRICA,Eastern Cape Province,Boarding,M,Y
1998,USA,Florida,Surfing,M,N
1998,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1998,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1998,SOUTH AFRICA,Eastern Cape Province,Boarding,M,N
1998,SOUTH AFRICA,Eastern Cape Province,Boarding,M,N
1998,USA,Florida,Surfing,M,N
1998,USA,Florida,Swimming,F,N
1998,USA,Florida,Surfing,M,N
1998,SOUTH AFRICA,Western Cape Province,Boarding,M,N
1998,USA,Florida,Diving,M,N
1998,BRAZIL,Pernambuco,Swimming,M,Y
1998,USA,Florida,Swimming,M,N
1998,SOUTH AFRICA,Western Cape Province,Swimming,M,N
1998,USA,Florida,Swimming,M,N
1998,USA,Florida,Swimming,M,N
1998,AUSTRALIA,New South Wales,Fishing,M,Y
1998,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1998,AUSTRALIA,South Australia,Surfing,M,N
1998,SOUTH AFRICA,Eastern Cape Province,Surfing,M,Y
1997,SOUTH AFRICA,Western Cape Province,Fishing,M,Y
1997,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1997,USA,Florida,Unknown,F,N
1997,USA,Florida,Swimming,M,N
1997,AUSTRALIA,Western Australia,Diving,M,N
1997,USA,Florida,Swimming,M,N
1997,AUSTRALIA,New South Wales,Unknown,M,Y
1997,AUSTRALIA,Western Australia,Water-Ski,M,N
1997,USA,Hawaii,Surfing,M,N
1997,USA,Florida,Surfing,M,N
1997,USA,Florida,Surfing,M,N
1997,USA,Florida,Swimming,F,N
1997,BRAZIL,Pernambuco,Swimming,M,Y
1997,USA,Florida,Surfing,M,N
1997,USA,Florida,Surfing,M,N
1997,USA,Florida,Surfing,M,N
1997,USA,Florida,Surfing,M,N
1997,USA,California,Surfing,M,N
1997,USA,Florida,Swimming,F,N
1997,USA,Florida,Boarding,M,N
1997,USA,Florida,Surfing,M,N
1997,USA,Texas,Wading,F,N
1997,USA,Florida,Fishing,M,N
1997,USA,Florida,Surfing,M,N
1997,USA,Florida,Surfing,M,N
1997,AUSTRALIA,Queensland,Surfing,M,N
1997,SOUTH AFRICA,Eastern Cape Province,Surfing,M,Y
1997,BRAZIL,Pernambuco,Surfing,M,N
1997,USA,South Carolina,Wading,M,N
1997,USA,Hawaii,Fishing,M,N
1997,USA,Florida,Surfing,M,N
1997,USA,Florida,Surfing,M,N
1997,USA,Florida,Fishing,M,N
1997,USA,Florida,Surfing,M,N
1997,USA,Florida,Surfing,M,N
1997,AUSTRALIA,Queensland,Swimming,F,N
1997,AUSTRALIA,Queensland,Diving,M,N
1997,AUSTRALIA,New South Wales,Paddling,F,N
1997,AUSTRALIA,Queensland,Swimming,M,N
1997,AUSTRALIA,Western Australia,Surfing,M,Y
1996,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1996,USA,California,Surfing,M,N
1996,USA,Florida,Surfing,M,N
1996,BRAZIL,Pernambuco,Surfing,M,N
1996,USA,California,Surfing,M,N
1996,USA,Florida,Surfing,M,N
1996,USA,California,Surfing,M,N
1996,USA,Florida,Swimming,M,N
1996,USA,Florida,Surfing,M,N
1996,USA,Florida,Wading,M,N
1996,USA,Florida,Surfing,M,N
1996,USA,South Carolina,Boarding,F,N
1996,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,N
1996,USA,Hawaii,Boarding,M,N
1996,USA,California,Diving,M,N
1996,USA,Florida,Fishing,M,N
1996,USA,Florida,Wading,F,N
1996,USA,Florida,Swimming,M,N
1996,USA,Florida,Unknown,M,N
1996,USA,Florida,Wading,F,N
1996,USA,South Carolina,Surfing,F,N
1996,AUSTRALIA,Victoria,Surfing,M,N
1996,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N
1996,SOUTH AFRICA,Western Cape Province,Surfing,M,N
1996,AUSTRALIA,New South Wales,Diving,M,Y
1996,USA,Florida,Surfing,M,N
1996,USA,Florida,Surfing,M,N
1996,AUSTRALIA,New South Wales,Swimming,M,N
1996,AUSTRALIA,New South Wales,Swimming,F,N
1996,BRAZIL,Pernambuco,Swimming,M,Y
1996,AUSTRALIA,Queensland,Swimming,F,N
1996,AUSTRALIA,New South Wales,Fishing,M,N
1996,AUSTRALIA,New South Wales,Diving,M,N
1996,AUSTRALIA,New South Wales,Swimming,M,N
1996,USA,Florida,Wading,M,N
1996,AUSTRALIA,Queensland,Swimming,F,N
1996,USA,Hawaii,Swimming,M,N
1996,USA,North Carolina,Surfing,M,N
1995,USA,Hawaii,Unknown,M,N
1995,AUSTRALIA,Queensland,Unknown,M,N
1995,USA,Florida,Boarding,M,N
1995,USA,Florida,Surfing,M,N
1995,AUSTRALIA,Queensland,Wading,F,N
1995,USA,Florida,Surfing,M,N
1995,USA,Florida,Surfing,M,N
1995,USA,Florida,Surfing,M,N
1995,USA,California,Surfing,M,N
1995,USA,Florida,Surfing,M,N
1995,USA,Florida,Swimming,F,N
1995,USA,Florida,Diving,M,Y
1995,AUSTRALIA,Western Australia,Diving,M,Y
1995,USA,California,Surfing,M,N
1995,USA,North Carolina,Swimming,M,N
1995,USA,Florida,Surfing,M,N
1995,USA,South Carolina,Swimming,M,N
1995,BRAZIL,Pernambuco,Surfing,M,N
1995,USA,Florida,Surfing,M,N
1995,USA,Florida,Surfing,M,N
1995,USA,North Carolina,Swimming,M,N
1995,USA,North Carolina,Swimming,M,N
1995,USA,Florida,Surfing,M,N
1995,USA,Florida,Wading,M,N
1995,USA,North Carolina,Swimming,M,Y
1995,USA,Florida,Surfing,M,N
1995,USA,South Carolina,Other,F,N
1995,USA,Florida,Boarding,M,N
1995,USA,California,Diving,M,N
1995,USA,Florida,Surfing,M,N
1995,USA,Florida,Surfing,M,N
1995,USA,Florida,Surfing,M,N
1995,USA,Florida,Wading,M,N
1995,USA,South Carolina,Unknown,M,N
1995,USA,South Carolina,Swimming,F,N
1995,USA,Florida,Boarding,M,N
1984,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1995,BRAZIL,Pernambuco,Surfing,M,Y
1995,USA,Texas,Surfing,M,N
1995,USA,South Carolina,Surfing,M,N
1995,USA,California,Diving,M,N
1995,USA,California,Paddling,F,N
1995,USA,South Carolina,Surfing,M,N
1995,USA,Florida,Swimming,M,N
1995,USA,Florida,Swimming,F,N
1995,USA,Hawaii,Swimming,M,N
1995,USA,Florida,Surfing,M,N
1995,USA,Florida,Unknown,M,N
1995,USA,Florida,Unknown,M,N
1995,AUSTRALIA,New South Wales,Diving,M,N
1995,AUSTRALIA,New South Wales,Water-Ski,F,N
1995,AUSTRALIA,South Australia,Surfing,M,N
1995,SOUTH AFRICA,Eastern Cape Province,Swimming,M,N
1995,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y
1995,BRAZIL,Pernambuco,Surfing,M,N
1995,AUSTRALIA,Queensland,Swimming,M,N
1995,USA,North Carolina,Diving,M,Y
1994,SOUTH AFRICA,Western Cape Province,Boarding,M,N
1994,BRAZIL,Pernambuco,Surfing,M,N
1994,BRAZIL,Pernambuco,Surfing,M,N
1994,AUSTRALIA,Queensland,Other,M,N
1994,USA,California,Swimming,M,Y
1994,BRAZIL,Pernambuco,Surfing,M,Y
1994,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1994,USA,Hawaii,Surfing,F,N
1994,BRAZIL,Pernambuco,Surfing,M,N
1994,USA,Florida,Wading,F,N
1994,USA,Florida,Surfing,M,N
1994,USA,South Carolina,Swimming,F,N
1994,USA,Florida,Other,M,Y
1994,USA,Hawaii,Other,F,N
1994,BRAZIL,Pernambuco,Surfing,M,N
1994,BRAZIL,Pernambuco,Swimming,M,Y
1994,SOUTH AFRICA,Eastern Cape Province,Surfing,M,Y
1994,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1994,BRAZIL,Pernambuco,Surfing,M,N
1994,USA,Florida,Surfing,M,N
1994,USA,Florida,Surfing,M,N
1994,USA,Florida,Surfing,M,N
1994,USA,Florida,Fishing,M,N
1994,USA,Florida,Wading,F,N
1994,USA,Florida,Wading,M,N
1994,USA,Florida,Surfing,M,N
1994,USA,California,Unknown,F,Y
1994,USA,Florida,Diving,M,N
1994,SOUTH AFRICA,Western Cape Province,Fishing,M,Y
1994,USA,California,Other,M,N
1994,BRAZIL,Pernambuco,Surfing,M,N
1994,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1994,USA,Florida,Surfing,M,N
1994,USA,Hawaii,Fishing,M,N
1994,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1994,BRAZIL,Pernambuco,Swimming,M,N
1994,USA,Hawaii,Surfing,M,Y
1994,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1994,AUSTRALIA,Queensland,Swimming,M,N
1994,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1994,USA,Florida,Surfing,M,N
1993,USA,Hawaii,Surfing,M,Y
1993,USA,Florida,Swimming,M,N
1993,AUSTRALIA,Western Australia,Diving,M,Y
1993,USA,Hawaii,Surfing,M,N
1993,USA,California,Surfing,M,N
1993,USA,Florida,Swimming,F,N
1993,USA,California,Paddling,F,N
1993,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1993,USA,Florida,Wading,M,N
1993,USA,Florida,Unknown,M,N
1993,USA,Hawaii,Surfing,M,N
1993,USA,North Carolina,Swimming,F,N
1993,USA,California,Diving,M,N
1993,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1993,USA,Florida,Other,F,N
1993,BRAZIL,Pernambuco,Swimming,M,Y
1993,USA,Hawaii,Surfing,M,N
1993,AUSTRALIA,New South Wales,Diving,M,Y
1993,USA,North Carolina,Swimming,F,N
1993,BRAZIL,Pernambuco,Surfing,M,N
1993,USA,Florida,Swimming,M,N
1993,USA,Hawaii,Surfing,M,N
1993,USA,California,Fishing,M,N
1993,AUSTRALIA,Queensland,Fishing,M,N
1993,BRAZIL,Pernambuco,Boarding,M,N
1993,AUSTRALIA,Queensland,Fishing,M,N
1992,USA,Hawaii,Wading,M,N
1992,USA,Hawaii,Surfing,M,N
1992,USA,California,Fishing,M,N
1992,USA,Florida,Surfing,M,N
1992,USA,Florida,Surfing,M,N
1992,USA,California,Paddling,M,N
1992,USA,California,Diving,M,N
1992,USA,Florida,Surfing,M,N
1992,USA,Hawaii,Boarding,M,Y
1992,USA,California,Diving,M,N
1992,USA,Hawaii,Surfing,M,N
1992,AUSTRALIA,New South Wales,Diving,M,N
1992,AUSTRALIA,Queensland,Surfing,M,Y
1992,BRAZIL,Pernambuco,Boarding,M,N
1992,USA,Florida,Wading,F,N
1992,BRAZIL,Pernambuco,Swimming,M,Y
1992,USA,Florida,Fishing,M,N
1992,AUSTRALIA,South Australia,Surfing,M,N
1992,USA,Hawaii,Fishing,M,Y
1992,USA,California,Surfing,M,N
1992,USA,Florida,Swimming,M,N
1992,USA,Hawaii,Fishing,M,Y
1992,USA,Florida,Wading,F,N
1992,BRAZIL,Pernambuco,Swimming,M,Y
1992,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1992,USA,Hawaii,Surfing,F,N
1992,AUSTRALIA,Victoria,Surfing,M,N
1992,USA,Hawaii,Boarding,M,Y
1992,AUSTRALIA,New South Wales,Boarding,M,N
1992,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1992,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,N
1991,USA,California,Diving,M,N
1991,USA,Hawaii,Swimming,F,Y
1991,USA,Hawaii,Swimming,F,N
1991,USA,Hawaii,Swimming,M,Y
1991,USA,Florida,Fishing,M,N
1991,AUSTRALIA,Western Australia,Boarding,M,N
1991,USA,Florida,Surfing,M,N
1991,USA,California,Surfing,M,N
1991,AUSTRALIA,South Australia,Diving,M,Y
1991,AUSTRALIA,Queensland,Other,M,N
1991,USA,South Carolina,Swimming,M,N
1991,USA,Florida,Wading,F,N
1991,USA,Florida,Fishing,M,N
1991,USA,Florida,Swimming,M,N
1991,USA,Florida,Swimming,M,N
1991,USA,Florida,Swimming,M,N
1991,USA,California,Surfing,M,N
1991,USA,Florida,Surfing,M,N
1991,USA,Florida,Swimming,M,N
1991,USA,Hawaii,Surfing,M,N
1991,SOUTH AFRICA,Western Cape Province,Diving,M,N
1991,USA,Florida,Surfing,M,N
1991,USA,Hawaii,Surfing,M,N
1991,AUSTRALIA,New South Wales,Diving,M,N
1991,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1991,AUSTRALIA,Queensland,Swimming,M,N
1991,AUSTRALIA,Western Australia,Water-Ski,M,N
1991,AUSTRALIA,Queensland,Surfing,M,N
1990,SOUTH AFRICA,Eastern Cape Province,Unknown,M,N
1990,AUSTRALIA,Queensland,Swimming,M,N
1990,USA,California,Surfing,F,N
1990,USA,Florida,Surfing,M,N
1990,USA,Florida,Surfing,M,N
1990,USA,Florida,Surfing,M,N
1990,AUSTRALIA,Queensland,Swimming,M,N
1990,AUSTRALIA,South Australia,Surfing,M,N
1990,USA,Florida,Surfing,M,N
1990,USA,Hawaii,Surfing,M,N
1990,USA,Florida,Surfing,M,N
1990,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1990,USA,California,Surfing,M,N
1990,USA,California,Paddling,M,N
1990,USA,Florida,Diving,M,Y
1990,USA,California,Surfing,M,N
1990,USA,Texas,Surfing,M,N
1990,USA,Texas,Fishing,M,N
1990,USA,Texas,Wading,F,N
1990,USA,Florida,Surfing,M,N
1990,SOUTH AFRICA,Western Cape Province,Surfing,F,Y
1990,AUSTRALIA,Queensland,Swimming,F,N
1990,AUSTRALIA,Queensland,Swimming,M,N
1990,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1990,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1990,AUSTRALIA,Queensland,Surfing,M,N
1990,AUSTRALIA,Queensland,Diving,M,Y
1990,AUSTRALIA,Queensland,Surfing,M,N
1990,AUSTRALIA,Queensland,Surfing,M,N
1990,USA,Hawaii,Surfing,M,N
1990,USA,Hawaii,Fishing,M,Y
1990,USA,Florida,Paddling,M,N
1990,USA,California,Surfing,M,N
1989,USA,Hawaii,Fishing,M,N
1989,AUSTRALIA,Queensland,Swimming,M,Y
1989,AUSTRALIA,Victoria,Surfing,M,N
1989,SOUTH AFRICA,Western Cape Province,Fishing,M,Y
1989,USA,Hawaii,Wading,M,Y
1989,AUSTRALIA,Queensland,Swimming,M,N
1989,USA,Hawaii,Diving,M,Y
1989,USA,Texas,Surfing,M,N
1989,USA,North Carolina,Diving,M,Y
1989,SOUTH AFRICA,Western Cape Province,Diving,M,N
1989,USA,Florida,Fishing,M,N
1989,USA,California,Diving,M,N
1989,USA,North Carolina,Surfing,M,N
1989,USA,California,Other,M,N
1989,AUSTRALIA,Queensland,Other,M,N
1989,USA,Florida,Swimming,M,N
1989,SOUTH AFRICA,Western Cape Province,Surfing,M,N
1989,AUSTRALIA,New South Wales,Surfing,M,N
1989,AUSTRALIA,Queensland,Fishing,M,N
1989,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1989,USA,Florida,Surfing,M,N
1989,USA,Texas,Other,F,N
1989,USA,Hawaii,Surfing,M,N
1989,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1989,SOUTH AFRICA,Eastern Cape Province,Diving,M,N
1989,USA,Florida,Swimming,M,N
1989,USA,Hawaii,Surfing,M,N
1989,USA,Hawaii,Surfing,M,N
1989,AUSTRALIA,South Australia,Surfing,M,Y
1989,AUSTRALIA,Western Australia,Paddling,M,N
1989,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1989,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N
1989,USA,California,Paddling,M,Y
1989,USA,California,Paddling,F,Y
1989,USA,Hawaii,Boarding,M,N
1989,SOUTH AFRICA,KwaZulu-Natal,Other,M,N
1989,USA,Hawaii,Swimming,M,Y
1989,AUSTRALIA,New South Wales,Surfing,M,N
1988,AUSTRALIA,Queensland,Other,M,Y
1988,AUSTRALIA,Queensland,Other,M,Y
1988,AUSTRALIA,Victoria,Surfing,M,N
1988,USA,Florida,Surfing,M,N
1988,USA,Florida,Surfing,M,N
1988,USA,Florida,Surfing,M,N
1988,AUSTRALIA,South Australia,Surfing,M,N
1988,USA,Florida,Wading,F,N
1988,USA,Florida,Surfing,M,N
1988,USA,Florida,Wading,F,N
1988,USA,Florida,Swimming,M,Y
1988,USA,California,Surfing,M,N
1988,USA,Florida,Swimming,F,N
1988,USA,Florida,Boarding,M,N
1988,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1988,USA,North Carolina,Diving,M,N
1988,USA,South Carolina,Other,M,N
1988,USA,Florida,Swimming,M,N
1988,USA,Florida,Surfing,M,N
1988,USA,Florida,Surfing,M,N
1988,USA,Florida,Surfing,M,N
1988,USA,California,Surfing,M,N
1988,USA,Florida,Swimming,M,N
1988,USA,Hawaii,Boat,M,Y
1988,USA,Florida,Surfing,M,N
1988,USA,Florida,Surfing,M,N
1988,SOUTH AFRICA,KwaZulu-Natal,Unknown,F,Y
1988,USA,Florida,Wading,F,N
1988,USA,Hawaii,Surfing,M,N
1988,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N
1988,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1988,SOUTH AFRICA,KwaZulu-Natal,Surfing,F,N
1988,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N
1988,AUSTRALIA,Torres Strait,Fishing,M,Y
1988,SOUTH AFRICA,Western Cape Province,Other,M,N
1988,AUSTRALIA,New South Wales,Surfing,M,N
1987,USA,Florida,Surfing,M,N
1987,AUSTRALIA,New South Wales,Unknown,F,Y
1987,USA,Florida,Surfing,M,N
1987,SOUTH AFRICA,KwaZulu-Natal,Unknown,M,N
1987,USA,California,Surfing,M,N
1987,SOUTH AFRICA,KwaZulu-Natal,Boarding,M,N
1987,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1987,AUSTRALIA,South Australia,Diving,M,Y
1987,SOUTH AFRICA,Western Cape Province,Surfing,M,N
1987,USA,Florida,Wading,M,N
1987,USA,California,Surfing,M,N
1987,USA,Florida,Surfing,M,N
1987,USA,Texas,Surfing,F,N
1987,USA,Texas,Wading,F,N
1987,USA,Florida,Fishing,M,N
1987,USA,South Carolina,Unknown,M,N
1987,USA,Florida,Surfing,M,N
1987,AUSTRALIA,New South Wales,Fishing,M,N
1987,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,Y
1987,USA,Texas,Swimming,F,N
1987,USA,Hawaii,Swimming,M,Y
1987,AUSTRALIA,Western Australia,Surfing,M,N
1987,USA,Florida,Surfing,M,N
1987,SOUTH AFRICA,Eastern Cape Province,Fishing,M,N
1987,AUSTRALIA,Queensland,Swimming,M,N
1986,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1986,SOUTH AFRICA,Western Cape Province,Boarding,M,Y
1986,USA,Florida,Surfing,M,N
1986,USA,California,Fishing,M,N
1986,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1986,USA,Florida,Surfing,M,N
1986,USA,Florida,Surfing,M,N
1986,USA,Florida,Surfing,M,N
1986,SOUTH AFRICA,KwaZulu-Natal,Other,M,N
1986,USA,Florida,Swimming,F,N
1986,SOUTH AFRICA,KwaZulu-Natal,Other,M,N
1986,USA,Florida,Surfing,M,N
1986,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1986,AUSTRALIA,New South Wales,Diving,F,N
1986,USA,South Carolina,Unknown,M,N
1986,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,N
1986,AUSTRALIA,New South Wales,Diving,M,N
1986,USA,Hawaii,Fishing,M,Y
1986,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1986,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1986,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1986,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1986,SOUTH AFRICA,Eastern Cape Province,Swimming,M,N
1986,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1986,AUSTRALIA,Victoria,Surfing,M,N
1986,USA,Florida,Surfing,M,N
1986,USA,California,Surfing,M,N
1985,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N
1985,USA,North Carolina,Unknown,M,N
1985,AUSTRALIA,Queensland,Fishing,M,N
1985,USA,California,Fishing,M,N
1985,SOUTH AFRICA,Eastern Cape Province,Boarding,M,N
1985,USA,California,Diving,M,N
1985,USA,Hawaii,Boarding,M,N
1985,USA,Hawaii,Swimming,M,N
1985,USA,California,Fishing,M,N
1985,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y
1985,USA,Florida,Diving,M,N
1985,USA,Florida,Swimming,M,N
1985,USA,South Carolina,Wading,M,N
1985,USA,Florida,Wading,M,N
1985,USA,Florida,Diving,M,Y
1985,USA,Florida,Wading,F,N
1985,USA,Florida,Surfing,M,N
1985,USA,South Carolina,Other,F,N
1985,USA,California,Surfing,M,N
1985,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,N
1985,USA,Florida,Surfing,M,N
1985,AUSTRALIA,South Australia,Diving,F,Y
1985,USA,California,Surfing,M,N
1985,USA,Florida,Surfing,M,N
1985,SOUTH AFRICA,Western Cape Province,Swimming,M,N
1985,SOUTH AFRICA,KwaZulu-Natal,Unknown,M,Y
1985,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N
1985,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1985,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,N
1984,AUSTRALIA,Queensland,Paddling,M,Y
1984,USA,Florida,Surfing,M,N
1984,USA,Florida,Fishing,M,N
1984,USA,Florida,Swimming,M,Y
1984,USA,Florida,Surfing,F,N
1984,USA,Florida,Wading,F,N
1984,USA,Florida,Surfing,M,N
1984,USA,California,Surfing,M,N
1984,USA,Florida,Surfing,M,N
1984,USA,Florida,Swimming,M,N
1984,USA,Florida,Surfing,M,N
1984,USA,California,Wading,M,N
1984,USA,California,Diving,M,Y
1984,USA,Florida,Boat,F,Y
1984,USA,Texas,Swimming,F,N
1984,USA,Texas,Swimming,F,N
1984,SOUTH AFRICA,Western Cape Province,Fishing,M,Y
1984,USA,Florida,Fishing,M,N
1984,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,N
1984,SOUTH AFRICA,Western Cape Province,Surfing,M,N
1984,USA,Hawaii,Other,F,N
1984,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1984,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N
1984,SOUTH AFRICA,Eastern Cape Province,Paddling,M,N
1984,SOUTH AFRICA,Eastern Cape Province,Fishing,M,N
1984,SOUTH AFRICA,KwaZulu-Natal,Diving,M,N
1984,AUSTRALIA,Queensland,Fishing,M,N
1984,SOUTH AFRICA,Eastern Cape Province,Swimming,M,N
1984,SOUTH AFRICA,KwaZulu-Natal,Unknown,F,Y
1984,USA,California,Other,M,N
1984,USA,Florida,Surfing,M,N
1983,USA,Florida,Surfing,M,N
1983,AUSTRALIA,South Australia,Diving,M,N
1983,SOUTH AFRICA,Eastern Cape Province,Swimming,M,N
1983,SOUTH AFRICA,Eastern Cape Province,Swimming,M,N
