Year,Country,Area,Activity,Sex,Fatal (Y/N)
1959,USA,Florida,Diving,M,N
1959,USA,California,Diving,M,Y
1959,SOUTH AFRICA,Eastern Cape Province,Fishing,M,N
1959,USA,Florida,Unknown,F,N
1959,USA,California,Swimming,M,Y
1959,USA,Florida,Fishing,M,N
1959,AUSTRALIA,New South Wales,Fishing,M,N
1959,AUSTRALIA,Torres Strait,Diving,M,N
1959,USA,Hawaii,Fishing,M,N
1959,SOUTH AFRICA,Eastern Cape Province,Fishing,M,N
1959,AUSTRALIA,New South Wales,Fishing,M,N
1959,USA,Florida,Swimming,M,N
1959,USA,Florida,Diving,M,N
1959,AUSTRALIA,Victoria,Fishing,M,N
1959,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1959,AUSTRALIA,Western Australia,Other,M,N
1959,AUSTRALIA,Queensland,Surfing,M,N
1959,SOUTH AFRICA,Western Cape Province,Swimming,M,N
1958,SOUTH AFRICA,Western Cape Province,Swimming,M,Y
1958,USA,Hawaii,Surfing,M,Y
1958,AUSTRALIA,Queensland,Swimming,M,Y
1958,SOUTH AFRICA,Western Cape Province,Fishing,M,N
1958,USA,California,Swimming,M,N
1958,USA,Florida,Unknown,M,N
1958,USA,Florida,Swimming,M,N
1958,USA,Florida,Swimming,M,N
1958,USA,Florida,Unknown,M,Y
1958,USA,Florida,Diving,M,N
1958,USA,Florida,Unknown,M,N
1958,USA,Florida,Wading,M,N
1958,USA,Florida,Wading,M,N
1958,USA,Florida,Swimming,M,N
1958,AUSTRALIA,Queensland,Swimming,F,N
1958,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,N
1958,USA,Florida,Diving,M,N
1958,SOUTH AFRICA,KwaZulu-Natal,Other,F,Y
1958,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y
1958,AUSTRALIA,New South Wales,Fishing,M,Y
1958,AUSTRALIA,New South Wales,Surfing,M,N
1958,AUSTRALIA,New South Wales,Surfing,M,N
1958,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y
1958,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,Y
1957,AUSTRALIA,South Australia,Fishing,M,N
1957,SOUTH AFRICA,KwaZulu-Natal,Wading,F,N
1957,SOUTH AFRICA,KwaZulu-Natal,Diving,M,N
1957,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y
1957,SOUTH AFRICA,KwaZulu-Natal,Wading,M,Y
1957,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N
1957,USA,Florida,Other,M,N
1957,USA,California,Fishing,M,N
1957,USA,North Carolina,Swimming,M,Y
1957,AUSTRALIA,Torres Strait,Diving,M,N
1957,AUSTRALIA,New South Wales,Fishing,M,N
1957,USA,Florida,Other,M,N
1957,USA,California,Swimming,M,Y
1957,AUSTRALIA,New South Wales,Surfing,M,N
1957,USA,Florida,Wading,M,N
1957,AUSTRALIA,Torres Strait,Swimming,M,N
1957,USA,Florida,Swimming,M,N
1957,USA,Florida,Diving,M,N
1957,SOUTH AFRICA,KwaZulu-Natal,Wading,M,Y
1957,USA,Florida,Diving,M,N
1956,SOUTH AFRICA,Western Cape Province,Diving,M,N
1956,USA,Florida,Fishing,M,N
1956,AUSTRALIA,Queensland,Diving,M,N
1956,USA,California,Swimming,M,N
1956,SOUTH AFRICA,KwaZulu-Natal,Diving,M,N
1956,USA,California,Fishing,M,N
1956,USA,Florida,Wading,F,N
1956,USA,South Carolina,Swimming,M,N
1956,AUSTRALIA,Torres Strait,Surfing,M,N
1956,AUSTRALIA,New South Wales,Swimming,M,N
1956,AUSTRALIA,Victoria,Swimming,M,Y
1956,AUSTRALIA,Western Australia,Other,M,N
1956,AUSTRALIA,Queensland,Diving,M,Y
1956,AUSTRALIA,Victoria,Swimming,M,N
1956,AUSTRALIA,Torres Strait,Diving,M,N
1956,AUSTRALIA,New South Wales,Water-Ski,M,N
1955,AUSTRALIA,Queensland,Fishing,M,N
1955,USA,Hawaii,Other,M,N
1955,USA,California,Swimming,M,N
1955,USA,California,Unknown,M,N
1955,USA,California,Surfing,M,N
1955,USA,South Carolina,Fishing,M,N
1955,USA,California,Fishing,M,N
1955,USA,Hawaii,Fishing,M,N
1955,AUSTRALIA,New South Wales,Surfing,M,Y
1955,AUSTRALIA,Western Australia,Wading,M,N
1955,USA,California,Diving,M,N
1955,USA,California,Fishing,M,N
1955,AUSTRALIA,New South Wales,Swimming,M,Y
1955,AUSTRALIA,New South Wales,Other,M,Y
1955,SOUTH AFRICA,KwaZulu-Natal,Other,M,Y
1954,AUSTRALIA,Victoria,Swimming,M,Y
1954,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1954,USA,California,Swimming,M,N
1954,AUSTRALIA,Torres Strait,Fishing,M,Y
1954,USA,California,Other,M,N
1954,AUSTRALIA,Queensland,Diving,M,N
1954,USA,Hawaii,Fishing,M,Y
1954,AUSTRALIA,New South Wales,Swimming,M,Y
1954,AUSTRALIA,New South Wales,Swimming,M,N
1954,AUSTRALIA,Torres Strait,Fishing,M,N
1954,USA,Hawaii,Fishing,M,N
1953,SOUTH AFRICA,Eastern Cape Province,Swimming,F,N
1953,SOUTH AFRICA,Eastern Cape Province,Swimming,M,N
1953,AUSTRALIA,Queensland,Swimming,M,N
1953,AUSTRALIA,New South Wales,Water-Ski,M,N
1953,AUSTRALIA,New South Wales,Unknown,M,N
1953,USA,California,Diving,M,N
1953,USA,Hawaii,Other,M,N
1953,USA,Hawaii,Fishing,M,Y
1953,USA,California,Fishing,M,N
1953,USA,Florida,Wading,F,N
1953,USA,Hawaii,Other,M,N
1953,AUSTRALIA,Queensland,Boat,M,N
1953,USA,Texas,Swimming,F,N
1953,AUSTRALIA,New South Wales,Fishing,M,N
1953,AUSTRALIA,South Australia,Fishing,M,N
1953,USA,Hawaii,Other,M,N
1953,AUSTRALIA,New South Wales,Fishing,M,N
1953,AUSTRALIA,South Australia,Fishing,M,N
1953,USA,Florida,Wading,F,N
1952,AUSTRALIA,Victoria,Surfing,M,N
1952,AUSTRALIA,South Australia,Fishing,M,N
1952,USA,Hawaii,Swimming,M,Y
1952,USA,California,Surfing,M,Y
1952,USA,Hawaii,Swimming,M,Y
1952,SOUTH AFRICA,Eastern Cape Province,Unknown,M,Y
1952,USA,South Carolina,Fishing,M,N
1952,USA,South Carolina,Fishing,M,N
1952,USA,California,Boat,M,Y
1952,USA,California,Fishing,M,N
1952,USA,California,Surfing,M,N
1952,AUSTRALIA,Western Australia,Fishing,M,N
1952,AUSTRALIA,New South Wales,Surfing,M,N
1952,USA,Florida,Swimming,M,Y
1951,AUSTRALIA,New South Wales,Fishing,M,N
1951,AUSTRALIA,New South Wales,Swimming,M,Y
1951,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1951,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1951,AUSTRALIA,Queensland,Swimming,M,Y
1951,AUSTRALIA,Queensland,Other,M,Y
1951,USA,California,Unknown,M,N
1951,USA,Hawaii,Fishing,M,Y
1951,AUSTRALIA,New South Wales,Other,M,N
1951,AUSTRALIA,New South Wales,Fishing,M,N
1951,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N
1951,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1951,AUSTRALIA,New South Wales,Surfing,M,N
1951,AUSTRALIA,New South Wales,Swimming,M,N
1951,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y
1951,AUSTRALIA,New South Wales,Unknown,M,Y
1950,AUSTRALIA,Queensland,Surfing,M,N
1950,AUSTRALIA,Queensland,Swimming,M,Y
1950,AUSTRALIA,Queensland,Surfing,M,N
1950,AUSTRALIA,Queensland,Paddling,M,N
1950,USA,California,Surfing,M,N
1950,AUSTRALIA,Queensland,Fishing,M,N
1950,USA,Texas,Swimming,M,N
1950,USA,Texas,Unknown,M,Y
1950,USA,Florida,Diving,M,N
1950,USA,Florida,Other,M,Y
1950,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1950,AUSTRALIA,Queensland,Fishing,M,Y
1950,SOUTH AFRICA,Eastern Cape Province,Fishing,M,N
1950,SOUTH AFRICA,Eastern Cape Province,Wading,M,N
1950,SOUTH AFRICA,KwaZulu-Natal,Other,M,Y
1950,AUSTRALIA,Western Australia,Other,M,Y
1950,AUSTRALIA,Western Australia,Fishing,M,N
1950,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,Y
1950,USA,Hawaii,Fishing,M,Y
1950,AUSTRALIA,Victoria,Swimming,M,N
1950,USA,Florida,Wading,M,N
1950,USA,Hawaii,Fishing,M,N
1949,AUSTRALIA,Victoria,Other,M,N
1949,AUSTRALIA,New South Wales,Diving,M,N
1949,AUSTRALIA,Victoria,Other,M,Y
1949,AUSTRALIA,Queensland,Swimming,M,N
1949,AUSTRALIA,Queensland,Swimming,M,Y
1949,USA,South Carolina,Swimming,M,N
1949,USA,California,Fishing,M,N
1949,AUSTRALIA,Western Australia,Swimming,F,N
1949,AUSTRALIA,New South Wales,Other,M,N
1949,AUSTRALIA,Queensland,Fishing,M,N
1949,AUSTRALIA,Queensland,Swimming,M,Y
1949,AUSTRALIA,New South Wales,Other,M,Y
1949,AUSTRALIA,New South Wales,Surfing,M,N
1949,AUSTRALIA,New South Wales,Water-Ski,M,N
1948,AUSTRALIA,Western Australia,Swimming,M,Y
1948,AUSTRALIA,Queensland,Swimming,M,Y
1948,AUSTRALIA,Queensland,Fishing,M,N
1948,AUSTRALIA,Torres Strait,Diving,M,N
1948,USA,Hawaii,Swimming,M,N
1948,USA,Hawaii,Fishing,M,N
1948,SOUTH AFRICA,Western Cape Province,Boat,M,N
1948,USA,Texas,Other,M,Y
1948,AUSTRALIA,New South Wales,Swimming,M,Y
1948,AUSTRALIA,New South Wales,Water-Ski,M,N
1948,USA,Florida,Other,M,N
1947,AUSTRALIA,New South Wales,Fishing,M,N
1947,AUSTRALIA,New South Wales,Fishing,M,N
1947,AUSTRALIA,New South Wales,Fishing,M,N
1947,AUSTRALIA,New South Wales,Swimming,M,Y
1947,AUSTRALIA,New South Wales,Swimming,M,N
1947,BRAZIL,Pernambuco,Swimming,M,Y
1947,USA,Florida,Swimming,M,Y
1947,USA,California,Fishing,M,N
1947,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1947,USA,Hawaii,Fishing,M,N
1947,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1947,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,N
1947,AUSTRALIA,New South Wales,Surfing,M,N
1947,SOUTH AFRICA,KwaZulu-Natal,Wading,M,N
1947,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1947,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1946,AUSTRALIA,South Australia,Swimming,M,N
1946,AUSTRALIA,Torres Strait,Diving,M,Y
1946,AUSTRALIA,New South Wales,Swimming,M,N
1946,AUSTRALIA,Queensland,Swimming,M,Y
1946,AUSTRALIA,Queensland,Swimming,M,Y
1946,AUSTRALIA,South Australia,Fishing,M,N
1946,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1946,AUSTRALIA,Western Australia,Wading,M,N
1946,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1946,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1946,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1946,AUSTRALIA,Queensland,Unknown,M,N
1946,SOUTH AFRICA,Western Cape Province,Other,M,N
1946,AUSTRALIA,New South Wales,Swimming,F,Y
1946,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1945,AUSTRALIA,Queensland,Swimming,M,Y
1945,USA,North Carolina,Swimming,M,Y
1945,SOUTH AFRICA,KwaZulu-Natal,Wading,M,N
1944,AUSTRALIA,Queensland,Swimming,M,Y
1944,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y
1944,SOUTH AFRICA,Western Cape Province,Swimming,M,Y
1944,USA,Florida,Swimming,F,N
1944,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1944,SOUTH AFRICA,KwaZulu-Natal,Wading,M,Y
1944,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1944,SOUTH AFRICA,Western Cape Province,Swimming,M,N
1944,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,Y
1944,AUSTRALIA,Western Australia,Fishing,M,N
1944,AUSTRALIA,New South Wales,Surfing,M,N
1944,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y
1943,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y
1943,USA,South Carolina,Other,M,Y
1943,SOUTH AFRICA,Eastern Cape Province,Swimming,M,N
1943,USA,Florida,Unknown,M,N
1943,USA,Florida,Swimming,M,Y
1943,AUSTRALIA,Queensland,Other,M,Y
1943,USA,Hawaii,Swimming,M,Y
1943,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y
1943,USA,Hawaii,Fishing,M,N
1943,USA,Hawaii,Fishing,M,N
1942,AUSTRALIA,New South Wales,Wading,F,Y
1942,SOUTH AFRICA,KwaZulu-Natal,Other,M,Y
1942,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1942,SOUTH AFRICA,Western Cape Province,Swimming,M,Y
1942,AUSTRALIA,Queensland,Swimming,M,N
1942,AUSTRALIA,Queensland,Diving,M,N
1942,AUSTRALIA,New South Wales,Unknown,M,Y
1942,AUSTRALIA,New South Wales,Swimming,F,Y
1942,AUSTRALIA,New South Wales,Water-Ski,M,N
1941,AUSTRALIA,Western Australia,Swimming,M,N
1941,AUSTRALIA,Western Australia,Other,M,N
1941,AUSTRALIA,New South Wales,Swimming,M,Y
1941,USA,South Carolina,Swimming,M,N
1941,USA,Hawaii,Fishing,M,N
1941,USA,California,Fishing,M,N
1941,AUSTRALIA,New South Wales,Fishing,M,N
1940,AUSTRALIA,New South Wales,Wading,M,Y
1940,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y
1940,AUSTRALIA,Queensland,Fishing,M,N
1940,USA,South Carolina,Wading,M,N
1940,USA,South Carolina,Wading,M,N
1940,USA,North Carolina,Fishing,M,N
1940,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y
1940,AUSTRALIA,New South Wales,Diving,M,N
1940,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y
1940,AUSTRALIA,New South Wales,Wading,M,Y
1940,AUSTRALIA,Queensland,Diving,M,N
1940,AUSTRALIA,New South Wales,Swimming,M,Y
1940,AUSTRALIA,Queensland,Swimming,M,N
1940,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y
1940,AUSTRALIA,Queensland,Diving,M,N
1940,SOUTH AFRICA,KwaZulu-Natal,Unknown,F,Y
1940,SOUTH AFRICA,Eastern Cape Province,Wading,F,N
1939,AUSTRALIA,New South Wales,Swimming,M,N
1939,AUSTRALIA,Queensland,Swimming,M,Y
1939,AUSTRALIA,Queensland,Swimming,M,N
1939,USA,Hawaii,Fishing,M,N
1939,USA,California,Fishing,M,N
1939,USA,Texas,Other,M,N
1939,AUSTRALIA,New South Wales,Other,M,N
1938,AUSTRALIA,New South Wales,Swimming,M,Y
1938,AUSTRALIA,Queensland,Fishing,M,N
1938,USA,California,Fishing,M,N
1938,USA,South Carolina,Swimming,M,N
1938,USA,California,Fishing,M,N
1938,AUSTRALIA,Torres Strait,Diving,M,Y
1938,AUSTRALIA,New South Wales,Diving,M,N
1938,AUSTRALIA,New South Wales,Fishing,M,N
1938,SOUTH AFRICA,KwaZulu-Natal,Other,M,N
1938,AUSTRALIA,New South Wales,Diving,M,N
1938,AUSTRALIA,New South Wales,Water-Ski,M,N
1938,USA,North Carolina,Fishing,M,N
1938,AUSTRALIA,Torres Strait,Diving,M,N
1938,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1937,USA,North Carolina,Other,M,Y
1937,AUSTRALIA,Queensland,Swimming,M,Y
1937,AUSTRALIA,New South Wales,Swimming,M,N
1937,AUSTRALIA,New South Wales,Water-Ski,M,N
1937,AUSTRALIA,Torres Strait,Diving,M,N
1937,AUSTRALIA,New South Wales,Fishing,M,N
1937,USA,Texas,Swimming,M,Y
1937,USA,Texas,Fishing,M,N
1937,AUSTRALIA,Queensland,Swimming,M,Y
1937,AUSTRALIA,New South Wales,Swimming,M,N
1937,AUSTRALIA,Victoria,Swimming,M,Y
1937,AUSTRALIA,New South Wales,Swimming,M,Y
1937,AUSTRALIA,Queensland,Fishing,M,N
1937,AUSTRALIA,South Australia,Other,M,Y
1937,AUSTRALIA,New South Wales,Other,M,N
1937,AUSTRALIA,Torres Strait,Unknown,M,N
1936,USA,Hawaii,Diving,M,N
1936,AUSTRALIA,New South Wales,Swimming,M,Y
1936,AUSTRALIA,Victoria,Fishing,M,Y
1936,AUSTRALIA,Torres Strait,Fishing,M,N
1936,USA,Hawaii,Swimming,M,N
1936,AUSTRALIA,Torres Strait,Surfing,M,N
1936,AUSTRALIA,Torres Strait,Diving,M,N
1936,USA,North Carolina,Fishing,M,N
1936,AUSTRALIA,Torres Strait,Diving,M,N
1936,AUSTRALIA,Torres Strait,Surfing,M,Y
1936,USA,Florida,Swimming,M,Y
1936,AUSTRALIA,Queensland,Diving,M,N
1936,USA,Florida,Fishing,M,N
1936,AUSTRALIA,Torres Strait,Paddling,M,N
1936,AUSTRALIA,Queensland,Diving,M,N
1936,AUSTRALIA,New South Wales,Other,F,N
1936,AUSTRALIA,Queensland,Other,M,N
1936,AUSTRALIA,New South Wales,Swimming,M,Y
1936,AUSTRALIA,South Australia,Swimming,M,Y
1936,AUSTRALIA,Queensland,Surfing,M,N
1936,AUSTRALIA,New South Wales,Water-Ski,M,N
1935,AUSTRALIA,Torres Strait,Diving,M,N
1935,USA,North Carolina,Swimming,M,Y
1935,AUSTRALIA,Queensland,Other,M,Y
1935,AUSTRALIA,Torres Strait,Diving,M,Y
1935,USA,California,Fishing,M,Y
1935,USA,California,Fishing,M,Y
1935,SOUTH AFRICA,KwaZulu-Natal,Other,M,N
1935,AUSTRALIA,Torres Strait,Diving,M,N
1935,AUSTRALIA,New South Wales,Other,M,N
1935,USA,California,Unknown,M,N
1935,AUSTRALIA,Queensland,Diving,M,N
1935,SOUTH AFRICA,KwaZulu-Natal,Other,M,N
1935,AUSTRALIA,Torres Strait,Diving,M,N
1935,AUSTRALIA,Queensland,Other,M,N
1935,AUSTRALIA,New South Wales,Surfing,M,N
1935,AUSTRALIA,New South Wales,Swimming,M,Y
1935,AUSTRALIA,New South Wales,Wading,M,Y
1935,AUSTRALIA,New South Wales,Surfing,M,N
1935,AUSTRALIA,New South Wales,Fishing,M,N
1935,AUSTRALIA,Queensland,Unknown,M,N
1934,AUSTRALIA,New South Wales,Other,F,N
1934,AUSTRALIA,New South Wales,Swimming,M,Y
1934,AUSTRALIA,New South Wales,Diving,M,Y
1934,AUSTRALIA,New South Wales,Swimming,M,N
1934,AUSTRALIA,Torres Strait,Diving,M,Y
1934,AUSTRALIA,Queensland,Diving,M,Y
1934,AUSTRALIA,New South Wales,Fishing,M,N
1934,USA,Florida,Wading,M,Y
1934,AUSTRALIA,Queensland,Surfing,M,N
1934,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y
1934,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,N
1934,AUSTRALIA,New South Wales,Swimming,M,Y
1934,AUSTRALIA,New South Wales,Swimming,M,Y
1934,AUSTRALIA,Torres Strait,Other,M,N
1934,AUSTRALIA,New South Wales,Swimming,M,N
1934,AUSTRALIA,New South Wales,Swimming,M,N
1933,AUSTRALIA,Torres Strait,Diving,M,Y
1933,AUSTRALIA,Queensland,Diving,M,N
1933,AUSTRALIA,Queensland,Diving,M,N
1933,USA,California,Fishing,M,N
1933,USA,South Carolina,Swimming,M,N
1933,USA,California,Unknown,M,N
1933,AUSTRALIA,Western Australia,Diving,M,N
1933,USA,South Carolina,Other,M,N
1933,USA,South Carolina,Wading,F,N
1933,AUSTRALIA,Queensland,Fishing,M,N
1933,AUSTRALIA,Queensland,Swimming,M,N
1933,USA,Florida,Swimming,M,Y
1933,AUSTRALIA,New South Wales,Wading,M,N
1933,AUSTRALIA,Torres Strait,Surfing,M,N
1933,AUSTRALIA,South Australia,Fishing,M,N
1933,AUSTRALIA,Queensland,Swimming,M,Y
1932,AUSTRALIA,New South Wales,Swimming,M,N
1932,AUSTRALIA,New South Wales,Unknown,M,N
1932,AUSTRALIA,New South Wales,Unknown,M,N
1932,AUSTRALIA,Torres Strait,Diving,M,N
1932,USA,Texas,Unknown,M,Y
1932,AUSTRALIA,Torres Strait,Diving,M,Y
1932,AUSTRALIA,Torres Strait,Diving,M,N
1932,USA,Hawaii,Swimming,M,N
1932,AUSTRALIA,Queensland,Fishing,M,N
1932,AUSTRALIA,Queensland,Swimming,M,N
1932,SOUTH AFRICA,Eastern Cape Province,Other,M,N
1931,AUSTRALIA,Torres Strait,Diving,M,N
1931,USA,Florida,Swimming,M,N
1931,USA,Florida,Swimming,F,N
1931,USA,Hawaii,Fishing,M,Y
1931,USA,Hawaii,Unknown,M,Y
1931,USA,Texas,Swimming,M,N
1931,AUSTRALIA,Queensland,Other,M,Y
1931,USA,Hawaii,Fishing,M,N
1931,USA,Hawaii,Other,M,N
1931,USA,Florida,Other,M,N
1931,AUSTRALIA,Queensland,Fishing,M,Y
1931,AUSTRALIA,South Australia,Fishing,M,N
1931,AUSTRALIA,New South Wales,Swimming,M,Y
1931,AUSTRALIA,Torres Strait,Unknown,M,N
1931,AUSTRALIA,Torres Strait,Diving,M,N
1931,AUSTRALIA,Queensland,Swimming,M,N
1930,AUSTRALIA,New South Wales,Swimming,M,N
1930,AUSTRALIA,New South Wales,Other,M,Y
1930,AUSTRALIA,New South Wales,Unknown,M,Y
1930,AUSTRALIA,Queensland,Fishing,M,N
1930,AUSTRALIA,Western Australia,Fishing,M,N
1930,USA,Florida,Swimming,M,N
1930,USA,Florida,Swimming,M,N
1930,AUSTRALIA,Torres Strait,Unknown,M,Y
1930,USA,Texas,Swimming,M,N
1930,SOUTH AFRICA,Eastern Cape Province,Unknown,M,Y
1930,USA,Florida,Diving,M,N
1930,AUSTRALIA,Torres Strait,Diving,M,N
1930,AUSTRALIA,Victoria,Swimming,M,Y
1930,AUSTRALIA,Western Australia,Other,M,N
1930,SOUTH AFRICA,Western Cape Province,Swimming,M,N
1930,SOUTH AFRICA,Eastern Cape Province,Swimming,M,Y
1929,AUSTRALIA,New South Wales,Diving,M,Y
1929,AUSTRALIA,Torres Strait,Diving,M,N
1929,AUSTRALIA,New South Wales,Surfing,F,N
1929,AUSTRALIA,Torres Strait,Diving,M,N
1929,AUSTRALIA,Queensland,Unknown,M,Y
1929,AUSTRALIA,Torres Strait,Diving,M,N
1929,AUSTRALIA,Queensland,Other,M,Y
1929,USA,South Carolina,Swimming,M,N
1929,USA,Florida,Fishing,M,N
1929,AUSTRALIA,Torres Strait,Diving,M,N
1929,AUSTRALIA,Queensland,Diving,M,N
1929,AUSTRALIA,Queensland,Diving,M,N
1929,AUSTRALIA,Queensland,Wading,M,N
1929,AUSTRALIA,Torres Strait,Unknown,M,Y
1929,AUSTRALIA,Torres Strait,Swimming,M,Y
1929,USA,Florida,Swimming,M,N
1929,AUSTRALIA,Torres Strait,Swimming,M,Y
1929,AUSTRALIA,South Australia,Paddling,M,N
1929,AUSTRALIA,South Australia,Paddling,M,N
1929,AUSTRALIA,New South Wales,Surfing,M,Y
1929,AUSTRALIA,New South Wales,Swimming,M,Y
1929,AUSTRALIA,Queensland,Swimming,M,Y
1929,AUSTRALIA,New South Wales,Surfing,M,Y
1929,AUSTRALIA,New South Wales,Swimming,M,N
1929,AUSTRALIA,South Australia,Wading,M,N
1929,USA,Florida,Fishing,M,N
1929,AUSTRALIA,New South Wales,Unknown,M,N
1929,USA,Florida,Diving,M,N
1928,USA,Texas,Fishing,M,N
1928,USA,Florida,Swimming,M,N
1928,AUSTRALIA,Queensland,Fishing,M,N
1928,AUSTRALIA,New South Wales,Swimming,M,N
1928,AUSTRALIA,Queensland,Swimming,M,N
1928,AUSTRALIA,New South Wales,Wading,M,Y
1928,AUSTRALIA,Queensland,Unknown,M,N
1928,AUSTRALIA,Torres Strait,Diving,M,Y
1928,AUSTRALIA,Torres Strait,Other,M,Y
1928,USA,Florida,Swimming,M,Y
1928,SOUTH AFRICA,Eastern Cape Province,Unknown,F,N
1928,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1928,SOUTH AFRICA,KwaZulu-Natal,Wading,M,N
1927,SOUTH AFRICA,Western Cape Province,Swimming,M,Y
1927,AUSTRALIA,New South Wales,Other,M,N
1927,AUSTRALIA,Queensland,Wading,M,Y
1927,AUSTRALIA,Torres Strait,Diving,M,N
1927,AUSTRALIA,Queensland,Diving,M,N
1927,AUSTRALIA,New South Wales,Surfing,M,N
1927,AUSTRALIA,Queensland,Paddling,M,N
1927,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N
1927,USA,California,Swimming,M,N
1927,AUSTRALIA,New South Wales,Swimming,M,Y
1927,AUSTRALIA,New South Wales,Swimming,M,Y
1927,AUSTRALIA,Torres Strait,Diving,M,N
1926,AUSTRALIA,Torres Strait,Diving,M,Y
1926,AUSTRALIA,Torres Strait,Diving,M,N
1926,AUSTRALIA,New South Wales,Swimming,M,N
1926,USA,California,Swimming,M,N
1926,USA,Hawaii,Swimming,M,Y
1926,USA,Hawaii,Swimming,F,N
1926,AUSTRALIA,South Australia,Swimming,F,Y
1926,SOUTH AFRICA,Eastern Cape Province,Swimming,M,N
1926,AUSTRALIA,Victoria,Unknown,M,N
1925,AUSTRALIA,Western Australia,Swimming,M,Y
1925,USA,South Carolina,Swimming,F,N
1925,AUSTRALIA,New South Wales,Swimming,M,N
1925,AUSTRALIA,New South Wales,Swimming,M,Y
1925,USA,Florida,Swimming,M,N
1924,AUSTRALIA,Victoria,Swimming,M,N
1924,USA,South Carolina,Wading,M,N
1924,USA,California,Fishing,M,N
1924,USA,Florida,Other,M,N
1924,AUSTRALIA,New South Wales,Swimming,M,Y
1924,AUSTRALIA,Western Australia,Swimming,M,N
1924,AUSTRALIA,New South Wales,Swimming,F,N
1924,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Y
1924,SOUTH AFRICA,Eastern Cape Province,Swimming,M,N
1924,AUSTRALIA,New South Wales,Swimming,M,Y
1923,AUSTRALIA,New South Wales,Swimming,M,N
1923,AUSTRALIA,New South Wales,Fishing,M,Y
1923,AUSTRALIA,Western Australia,Other,M,Y
1923,AUSTRALIA,New South Wales,Fishing,M,Y
1923,AUSTRALIA,New South Wales,Paddling,M,Y
1923,AUSTRALIA,Torres Strait,Diving,M,N
1923,AUSTRALIA,Queensland,Diving,M,N
1923,AUSTRALIA,New South Wales,Swimming,M,Y
1923,AUSTRALIA,Western Australia,Wading,M,N
1923,AUSTRALIA,Queensland,Diving,M,Y
1923,AUSTRALIA,Queensland,Diving,M,N
1923,AUSTRALIA,Western Australia,Swimming,M,Y
1922,AUSTRALIA,Queensland,Swimming,M,Y
1922,USA,Hawaii,Diving,M,N
1922,USA,Florida,Unknown,M,N
1922,USA,Florida,Swimming,F,Y
1922,SOUTH AFRICA,Western Cape Province,Swimming,M,N
1922,AUSTRALIA,New South Wales,Swimming,M,Y
1922,AUSTRALIA,New South Wales,Swimming,M,Y
1922,AUSTRALIA,New South Wales,Swimming,M,Y
1922,AUSTRALIA,New South Wales,Swimming,M,Y
1922,AUSTRALIA,Queensland,Swimming,M,Y
1922,AUSTRALIA,New South Wales,Wading,M,N
1922,AUSTRALIA,New South Wales,Surfing,M,Y
1921,AUSTRALIA,Queensland,Swimming,M,N
1921,AUSTRALIA,Queensland,Other,M,Y
