,Months,Year,Fatal (Y/N),Type,Country,Area,Cat_shark
1250,6,2006,N,Unprovoked,USA,South Carolina,Other
1251,6,2006,N,Unprovoked,AUSTRALIA,South Australia,White Shark
1252,5,2006,N,Unprovoked,USA,Hawaii,Tiger Shark
1253,5,2006,N,Provoked,USA,Hawaii,Tiger Shark
1254,5,2006,N,Unprovoked,USA,Hawaii,
1255,5,2006,N,Provoked,USA,Hawaii,Other
1256,5,2006,N,Unprovoked,BRAZIL,Pernambuco,
1257,5,2006,N,Unprovoked,USA,Guam,Tiger Shark
1258,5,2006,N,Unprovoked,USA,Florida,
1259,5,2006,N,Unprovoked,USA,Florida,
1260,5,2006,N,Provoked,AUSTRALIA,Queensland,Other
1261,4,2006,Y,Invalid,USA,Florida,
1262,4,2006,N,Unprovoked,USA,Florida,
1263,4,2006,N,Unprovoked,USA,Florida,
1264,4,2006,N,Provoked,USA,Florida,Bull Shark
1265,4,2006,N,Unprovoked,AUSTRALIA,New South Wales,Bronze Shark
1266,4,2006,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Other
1267,4,2006,N,Unprovoked,BRAZIL,Pernambuco,Tiger Shark
1268,4,2006,N,Unprovoked,USA,Florida,
1269,3,2006,Y,Unprovoked,Sierra Leone,Western Area,Other
1270,3,2006,N,Unprovoked,USA,Hawaii,Tiger Shark
1271,3,2006,Y,Invalid,SOUTH AFRICA,Eastern Cape Province,
1272,3,2006,N,Unprovoked,FIJI,Vitu Levu,Tiger Shark
1273,3,2006,N,Unprovoked,AUSTRALIA,New South Wales,Bronze Shark
1274,2,2006,N,Unprovoked,USA,Hawaii,Other
1275,2,2006,Y,Invalid,USA,Hawaii,
1276,2,2006,N,Unprovoked,AUSTRALIA,Queensland,
1277,2,2006,N,Unprovoked,AUSTRALIA,Queensland,
1278,2,2006,N,Boat,AUSTRALIA,South Australia,White Shark
1279,2,2006,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Other
1280,2,2006,Y,Unprovoked,TONGA,Vava'u,Tiger Shark
1281,2,2006,N,Boat,USA,Hawaii,Other
1291,12,2005,N,Unprovoked,USA,Oregon,White Shark
1292,12,2005,N,Unprovoked,USA,Hawaii,Tiger Shark
1293,12,2005,N,Boat,ATLANTIC OCEAN,600 nm west of the Canary Islands,Other
1294,12,2005,N,Unprovoked,AUSTRALIA,Queensland,White Shark
1295,12,2005,N,Boat,AUSTRALIA,South Australia,White Shark
1296,11,2005,N,Unprovoked,USA,Florida,
1297,11,2005,N,Unprovoked,USA,Florida,Other
1298,11,2005,N,Boat,AUSTRALIA,Victoria,White Shark
1299,11,2005,N,Unprovoked,AUSTRALIA,Victoria,Other
1300,11,2005,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,
1301,11,2005,N,Unprovoked,NEW CALEDONIA,Loyalty Islands,
1302,11,2005,N,Unprovoked,USA,Florida,Other
1303,11,2005,N,Unprovoked,USA,Florida,
1304,11,2005,N,Boat,NEW CALEDONIA,,White Shark
1305,11,2005,N,Provoked,SOUTH AFRICA,Eastern Cape Province,Other
1306,11,2005,N,Unprovoked,USA,Florida,Other
1307,11,2005,N,Unprovoked,USA,California,
1308,11,2005,N,Unprovoked,USA,California,White Shark
1320,9,2005,N,Unprovoked,AUSTRALIA,New South Wales,Tiger Shark
1321,9,2005,N,Unprovoked,AUSTRALIA,South Australia,White Shark
1322,9,2005,N,Unprovoked,AUSTRALIA,Western Australia,Bronze Shark
1323,9,2005,N,Invalid,USA,Florida,
1324,9,2005,N,Unprovoked,USA,South Carolina,Other
1325,9,2005,Y,Unprovoked,USA,South Carolina,
1326,9,2005,N,Unprovoked,AUSTRALIA,New South Wales,
1327,9,2005,N,Unprovoked,USA,North Carolina,Bull Shark
1328,9,2005,N,Unprovoked,AUSTRALIA,South Australia,White Shark
1329,9,2005,N,Unprovoked,USA,Florida,
1330,9,2005,Y,Provoked,THAILAND,,Other
1340,7,2005,N,Unprovoked,USA,Florida,
1341,7,2005,N,Unprovoked,USA,Florida,
1342,7,2005,N,Invalid,USA,Florida,
1343,7,2005,Y,Invalid,LIBERIA,,
1344,7,2005,N,Provoked,CHINA,Shanghai,Other
1345,7,2005,N,Invalid,AUSTRALIA,,
1346,7,2005,N,Unprovoked,USA,North Carolina,Other
1347,7,2005,N,Unprovoked,USA,Texas,Other
1348,7,2005,N,Unprovoked,USA,Florida,
1349,6,2005,N,Unprovoked,USA,Florida,Bull Shark
1350,6,2005,Y,Unprovoked,USA,Florida,Bull Shark
1351,6,2005,Y,Unprovoked,VANUATU,Malampa Province,Other
1352,6,2005,N,Unprovoked,MEXICO ,Baja California,
1353,6,2005,N,Invalid,USA,Hawaii,
1354,6,2005,N,Unprovoked,USA,Florida,Other
1355,6,2005,N,Unprovoked,SOUTH KOREA,South Ch'ungch'ong Province,White Shark
1356,6,2005,N,Unprovoked,USA,South Carolina,
1357,6,2005,N,Invalid,USA,New Jersey,White Shark
1358,6,2005,Y,Unprovoked,SOUTH AFRICA,Western Cape Province,White Shark
1359,6,2005,N,Unprovoked,USA,Texas,
1360,5,2005,N,Unprovoked,USA,Florida,Other
1361,5,2005,N,Unprovoked,USA,Florida,Other
1362,5,2005,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Other
1363,5,2005,N,Unprovoked,AUSTRALIA,Queensland,Blacktip Shark
1364,5,2005,N,Unprovoked,USA,Hawaii,Tiger Shark
1365,5,2005,N,Unprovoked,MADAGASCAR,,Other
1366,5,2005,N,Sea Disaster,USA,South Carolina,
1367,5,2005,N,Unprovoked,USA,Hawaii,Tiger Shark
1368,4,2005,N,Provoked,AUSTRALIA,New South Wales,Mako Shark
1369,4,2005,N,Unprovoked,AUSTRALIA,New South Wales,
1370,4,2005,N,Unprovoked,AUSTRALIA,Northern Territory,Other
1371,4,2005,N,Unprovoked,AUSTRALIA,New South Wales,Bronze Shark
1372,4,2005,N,Unprovoked,USA,Florida,Blacktip Shark
1373,4,2005,N,Invalid,USA,Florida,
1374,4,2005,N,Unprovoked,USA,Texas,
1375,4,2005,N,Unprovoked,USA,Florida,Other
1376,4,2005,N,Invalid,HONDURAS,Bay Islands,
1377,3,2005,N,Unprovoked,SOUTH AFRICA,Western Cape Province,Other
1378,3,2005,N,Unprovoked,AUSTRALIA,New South Wales,
1379,3,2005,N,Unprovoked,VENEZUELA,,
1380,3,2005,Y,Unprovoked,AUSTRALIA,Western Australia,White Shark
1381,3,2005,N,Provoked,USA,New Mexico,Tiger Shark
1382,3,2005,N,Invalid,SOUTH AFRICA,KwaZulu-Natal,Tiger Shark
1383,3,2005,N,Provoked,NEW ZEALAND,North Island,Bronze Shark
1384,3,2005,N,Unprovoked,SOLOMON ISLANDS,Santa Isabel Province,
1390,1,2005,N,Unprovoked,CUBA,Santiago de Cuba Province,Other
1391,1,2005,N,Provoked,AUSTRALIA,Victoria,Other
1392,1,2005,N,Provoked,AUSTRALIA,Victoria,Bronze Shark
1393,1,2005,N,Unprovoked,NEW ZEALAND,North Island,White Shark
1394,12,2004,N,Invalid,SRI LANKA,Eastern Province,
1395,12,2004,Y,Unprovoked,AUSTRALIA,South Australia,White Shark
1396,12,2004,Y,Unprovoked,AUSTRALIA,Queensland,Bull Shark
1425,7,2004,N,Unprovoked,USA,Florida,
1426,7,2004,N,Unprovoked,RUSSIA,Kuril Islands in the Pacific,White Shark
1427,7,2004,N,Unprovoked,USA,North Carolina,
1428,7,2004,N,Unprovoked,USA,North Carolina,Other
1429,7,2004,N,Unprovoked,USA,Texas,Other
1430,7,2004,N,Unprovoked,USA,Texas,Bull Shark
1431,7,2004,N,Boat,AUSTRALIA,Western Australia,White Shark
1432,7,2004,N,Unprovoked,JAPAN,Wakayama Prefecture,Mako Shark
1433,7,2004,Y,Unprovoked,AUSTRALIA,Western Australia,Other
1434,7,2004,N,Unprovoked,EGYPT,Sinai Peninsula,Other
1435,7,2004,N,Unprovoked,USA,Alabama,Other
1436,6,2004,N,Unprovoked,USA,California,White Shark
1437,6,2004,N,Invalid,AUSTRALIA,Western Australia,
1438,6,2004,N,Unprovoked,USA,Florida,
1439,6,2004,N,Unprovoked,AUSTRALIA,Western Australia,Bronze Shark
1440,6,2004,N,Unprovoked,USA,Florida,Other
1441,6,2004,Y,Unprovoked,SOUTH AFRICA,Western Cape Province,White Shark
1442,5,2004,N,Unprovoked,USA,Texas,Other
1443,5,2004,N,Unprovoked,BRAZIL,Pernambuco,Bull Shark
1444,5,2004,N,Unprovoked,USA,California,Other
1445,5,2004,N,Unprovoked,USA,Florida,
1446,5,2004,N,Invalid,USA,Florida,
1447,5,2004,N,Unprovoked,USA,Florida,
1448,5,2004,N,Unprovoked,BRAZIL,Pernambuco,
1449,5,2004,N,Provoked,BAHAMAS,Abaco Islands,Other
1450,5,2004,N,Unprovoked,USA,Texas,Mako Shark
1451,5,2004,Y,Unprovoked,BRAZIL,Pernambuco,
1452,4,2004,N,Unprovoked,AUSTRALIA,New South Wales,Other
1453,4,2004,N,Boat,NEW ZEALAND,North Island,White Shark
1454,4,2004,Y,Unprovoked, TONGA,Nuku'alofa,Other
1455,4,2004,Y,Invalid, TONGA,Nuku'alofa,
1456,4,2004,Y,Unprovoked,USA,Hawaii,Tiger Shark
1457,4,2004,N,Unprovoked,SOUTH AFRICA,Western Cape Province,White Shark
1458,4,2004,Y,Invalid,USA,Hawaii,
1491,11,2003,N,Unprovoked,AUSTRALIA,Western Australia,Other
1492,11,2003,N,Unprovoked,AUSTRALIA,Western Australia,Other
1493,11,2003,Y,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Tiger Shark
1494,11,2003,N,Unprovoked,USA,Florida,Other
1495,11,2003,N,Unprovoked,INDIA,Tamilnadu,Tiger Shark
1496,11,2003,N,Unprovoked,USA,Florida,
1497,11,2003,N,Unprovoked,EGYPT,Sinai Peninsula,White Shark
1498,11,2003,N,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,White Shark
1499,11,2003,N,Unprovoked,AUSTRALIA,New South Wales,
1500,11,2003,N,Provoked,PANAMA,Pearl Islands,Other
1501,10,2003,N,Unprovoked,USA,Florida,Other
1502,10,2003,N,Unprovoked,AUSTRALIA,New South Wales,Bronze Shark
1503,10,2003,N,Unprovoked,USA,Hawaii,Tiger Shark
1504,10,2003,N,Unprovoked,USA,Florida,
1505,10,2003,N,Invalid,USA,Hawaii,
1506,10,2003,N,Unprovoked,USA,Florida,Other
1507,10,2003,Y,Invalid,USA,Florida,
1508,10,2003,N,Unprovoked,USA,Florida,
1509,10,2003,N,Unprovoked,USA,Florida,
1510,10,2003,N,Provoked,USA,Florida,
1511,10,2003,N,Unprovoked,USA,Florida,
1512,10,2003,N,Unprovoked,USA,Hawaii,Other
1513,9,2003,Y,Unprovoked,FIJI,Taveuni,
1514,9,2003,N,Unprovoked,USA,Florida,
1515,9,2003,N,Unprovoked,USA,Florida,
1516,9,2003,N,Unprovoked,USA,Florida,
1517,9,2003,N,Unprovoked,USA,Florida,
1518,9,2003,N,Unprovoked,USA,Florida,Other
1519,9,2003,N,Boat,SOUTH AFRICA,Western Cape Province,Other
1520,9,2003,N,Invalid,USA,Florida,
1521,9,2003,N,Unprovoked,USA,Florida,Other
1522,9,2003,N,Unprovoked,USA,South Carolina,Other
1523,9,2003,Y,Unprovoked,SOUTH AFRICA,Western Cape Province,White Shark
1524,9,2003,N,Unprovoked,USA,Florida,
1529,7,2003,N,Unprovoked,AUSTRALIA,Northern Territory,
1530,7,2003,N,Unprovoked,USA,Florida,
1531,7,2003,N,Unprovoked,USA,Florida,
1532,7,2003,N,Unprovoked,BAHAMAS,Abaco Islands,Other
1533,7,2003,N,Provoked,USA,Florida,Other
1534,7,2003,N,Unprovoked,USA,Florida,Other
1535,7,2003,N,Unprovoked,BAHAMAS,Abaco Islands,Bull Shark
1536,7,2003,N,Unprovoked,USA,Florida,Other
1537,7,2003,N,Unprovoked,FRENCH POLYNESIA,Society Islands,
1538,7,2003,N,Unprovoked,NEW ZEALAND,Cook Islands,Other
1539,6,2003,N,Unprovoked,USA,Florida,Other
1540,6,2003,N,Unprovoked,USA,Florida,Other
1541,6,2003,Y,Unprovoked,BRAZIL,Pernambuco,
1542,6,2003,N,Unprovoked,USA,Florida,Other
1543,6,2003,N,Unprovoked,USA,Hawaii,Other
1544,6,2003,N,Unprovoked,USA,Johnston Atoll,Other
1545,6,2003,N,Unprovoked,USA,North Carolina,Other
1546,6,2003,N,Unprovoked,USA,Florida,
1547,6,2003,N,Invalid,USA,South Carolina,
1548,5,2003,N,Unprovoked,USA,Florida,
1549,5,2003,N,Unprovoked,USA,Florida,Other
1550,5,2003,N,Unprovoked,USA,Hawaii,Other
1551,5,2003,N,Provoked,USA,Florida,Other
1552,5,2003,N,Unprovoked,USA,Florida,
1553,5,2003,N,Unprovoked,PHILIPPINES,Baatan,White Shark
1569,3,2003,N,Provoked,USA,Florida,Other
1570,2,2003,N,Unprovoked,NEW ZEALAND,Southland,White Shark
1571,2,2003,N,Unprovoked,AUSTRALIA,South Australia,Other
1572,2,2003,N,Unprovoked,USA,Florida,Other
1573,2,2003,N,Unprovoked,AUSTRALIA,New South Wales,
1574,2,2003,Y,Unprovoked,AUSTRALIA,Queensland,Bull Shark
1575,1,2003,Y,Invalid,SOUTH AFRICA,Western Cape Province,
1576,1,2003,N,Unprovoked,COSTA RICA,North Pacific coast,Bull Shark
1577,1,2003,N,Unprovoked,AUSTRALIA,Western Australia,Bronze Shark
1584,11,2002,N,Unprovoked,MICRONESIA,Caroline Islands,Blacktip Shark
1585,11,2002,N,Unprovoked,USA,California,White Shark
1586,11,2002,N,Unprovoked,USA,Hawaii,Other
1587,11,2002,N,Unprovoked,TURKS & CAICOS,Caicos Bank,Other
1588,11,2002,N,Unprovoked,USA,Florida,Other
1589,11,2002,N,Unprovoked,USA,Florida,Other
1590,11,2002,N,Unprovoked,FRENCH POLYNESIA,Society Islands,
1591,10,2002,N,Unprovoked,USA,Hawaii,Other
1592,10,2002,Y,Unprovoked,BRAZIL,Pernambuco,Bull Shark
1593,10,2002,N,Unprovoked,USA,Florida,
1594,10,2002,N,Unprovoked,USA,Florida,Blacktip Shark
1595,10,2002,N,Unprovoked,USA,Florida,Other
1596,10,2002,N,Unprovoked,USA,Florida,Other
1616,7,2002,N,Unprovoked,USA,South Carolina,Blacktip Shark
1617,7,2002,N,Unprovoked,USA,North Carolina,Bull Shark
1618,7,2002,N,Provoked,USA,Florida,
1619,7,2002,Y,Provoked,USA,Maryland,Mako Shark
1620,7,2002,N,Unprovoked,BRAZIL,Pernambuco,Bull Shark
1621,7,2002,N,Unprovoked,USA,North Carolina,Bull Shark
1622,6,2002,N,Unprovoked,AUSTRALIA,Queensland,
1623,6,2002,N,Unprovoked,USA,Florida,
1624,6,2002,Y,Invalid,INDONESIA,,
1625,6,2002,N,Unprovoked,PAPUA NEW GUINEA,Louisiade Archipelago,
1626,6,2002,Y,Unprovoked,PAPUA NEW GUINEA,Louisiade Archipelago,
1627,6,2002,N,Unprovoked,USA,Hawaii,Tiger Shark
1628,6,2002,N,Unprovoked,USA,Florida,Other
1629,6,2002,N,Unprovoked,USA,Florida,Other
1630,6,2002,N,Unprovoked,USA,Florida,
1631,6,2002,N,Unprovoked,SOUTH AFRICA,KwaZulu-Natal between Port Edward and Port St Johns,Other
1649,3,2002,N,Unprovoked,USA,Hawaii,Tiger Shark
1650,3,2002,N,Unprovoked,USA,Florida,Other
1651,3,2002,Y,Unprovoked,BRAZIL,Pernambuco,
1652,3,2002,N,Unprovoked,USA,Florida,Other
1653,3,2002,N,Unprovoked,USA,Florida,Other
1654,3,2002,N,Unprovoked,USA,Florida,Other
1655,3,2002,Y,Invalid,NEW CALEDONIA,Loyalty Islands,
1656,2,2002,Y,Unprovoked,TURKS & CAICOS,,
1657,2,2002,N,Unprovoked,AUSTRALIA,Queensland,Whale Shark
1658,2,2002,Y,Unprovoked,FIJI,Cikobia Island (north of Vanua Levu),
1659,2,2002,N,Unprovoked,AUSTRALIA,New South Wales,Other
1667,11,2001,N,Unprovoked,AUSTRALIA,New South Wales,Bronze Shark
1668,11,2001,N,Unprovoked,USA,Hawaii,
1669,11,2001,N,Invalid,AUSTRALIA,Western Australia,
1672,9,2001,N,Unprovoked,MEXICO,Guerrero,Tiger Shark
1673,9,2001,N,Boat,AUSTRALIA,Queensland,White Shark
1674,9,2001,N,Provoked,USA,Florida,Other
1675,9,2001,N,Unprovoked,USA,Florida,
1676,9,2001,Y,Invalid,USA,Florida,Other
1677,9,2001,N,Unprovoked,USA,Florida,Other
1678,9,2001,N,Unprovoked,USA,North Carolina,
1679,9,2001,N,Provoked,UNITED KINGDOM,Cheshire,Tiger Shark
1680,9,2001,N,Provoked,USA,Florida,
1681,9,2001,N,Unprovoked,USA,Florida,
1682,9,2001,N,Invalid,USA,South Carolina,
1683,9,2001,Y,Unprovoked,USA,North Carolina,White Shark
1684,9,2001,N,Unprovoked,USA,North Carolina,White Shark
1685,9,2001,N,Unprovoked,USA,Florida,Other
1686,9,2001,Y,Unprovoked,USA,Virginia,Bull Shark
1705,7,2001,N,Unprovoked,USA,South Carolina,
1706,7,2001,N,Unprovoked,USA,Florida,
1707,7,2001,N,Unprovoked,USA,Florida,Other
1708,7,2001,N,Boat,USA,Massachusetts,Mako Shark
1709,7,2001,N,Unprovoked,USA,Florida,
1710,7,2001,N,Unprovoked,USA,Florida,Other
1711,7,2001,N,Unprovoked,MEXICO,Baja California,
1712,7,2001,N,Unprovoked,USA,Florida,Bull Shark
1713,7,2001,N,Unprovoked,USA,South Carolina,
1714,7,2001,N,Unprovoked,USA,Georgia,
1719,5,2001,N,Unprovoked,USA,Texas,
1720,5,2001,N,Unprovoked,USA,South Carolina,Other
1721,5,2001,N,Unprovoked,USA,South Carolina,
1722,5,2001,N,Provoked,PHILIPPINES,Zamboanga del Sur Province,
1723,5,2001,Y,Invalid,MADAGASCAR,,
1724,5,2001,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,White Shark
1725,5,2001,N,Unprovoked,AUSTRALIA,New South Wales,
1726,5,2001,N,Unprovoked,USA,Florida,Other
1727,5,2001,Y,Unprovoked,FIJI,Taveuni,
1745,3,2001,N,Unprovoked,USA,Hawaii,
1746,3,2001,N,Unprovoked,USA,Florida,Other
1747,3,2001,N,Invalid,BRAZIL,Bahia,
1748,3,2001,Y,Unprovoked,BRAZIL,Pernambuco,
1749,3,2001,Y,Sea Disaster,CARIBBEAN SEA,,Tiger Shark
1753,1,2001,N,Boat,AUSTRALIA,New South Wales,Other
1754,1,2001,N,Unprovoked,CUBA,Holquin Province,Other
1755,1,2001,N,Boat,AUSTRALIA,South Australia,White Shark
1756,1,2001,N,Unprovoked,USA,California,Other
1757,1,2001,N,Boat,NEW ZEALAND,North Island,White Shark
1855,12,1999,N,Unprovoked,NEW ZEALAND,South Island,Other
1856,12,1999,N,Unprovoked,NEW ZEALAND,South Island,Other
1857,12,1999,N,Unprovoked,NEW ZEALAND,South Island,Other
1858,12,1999,N,Unprovoked,BRAZIL,Pernambuco,Bull Shark
1859,12,1999,Y,Invalid,USA,California,
1860,12,1999,N,Invalid,BRAZIL,Rio de Janeiro,Blacktip Shark
1861,12,1999,N,Unprovoked,USA,Florida,
1862,11,1999,N,Unprovoked,USA,Florida,
1863,11,1999,N,Unprovoked,USA,Hawaii,Tiger Shark
1864,11,1999,N,Unprovoked,USA,California,White Shark
1865,11,1999,N,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,White Shark
1866,11,1999,N,Unprovoked,BRAZIL,Rio de Janeiro,Other
1867,11,1999,N,Unprovoked,MARSHALL ISLANDS,Alinglaplap Atoll,Other
1868,11,1999,N,Unprovoked,MARSHALL ISLANDS,Alinglaplap Atoll,Other
1869,10,1999,N,Unprovoked,USA,Florida,
1870,10,1999,N,Unprovoked,USA,Florida,
1871,10,1999,N,Unprovoked,USA,Florida,Other
1872,10,1999,N,Unprovoked,USA,Hawaii,Tiger Shark
1873,9,1999,N,Unprovoked,USA,Florida,
1874,9,1999,N,Boat,ITALY,Adriatic Sea,White Shark
1875,9,1999,N,Unprovoked,USA,Florida,Other
1876,9,1999,N,Unprovoked,USA,South Carolina,
1877,9,1999,N,Unprovoked,USA,Florida,Other
1878,9,1999,N,Provoked,USA,Florida,Other
1879,9,1999,N,Unprovoked,USA,Florida,
1880,8,1999,N,Unprovoked,USA,Florida,Other
1881,8,1999,N,Unprovoked,USA,North Carolina,
1882,8,1999,N,Unprovoked,MARSHALL ISLANDS,Ralik Chain,Other
1883,8,1999,N,Unprovoked,USA,Florida,
1884,8,1999,N,Unprovoked,USA,South Carolina,Other
1885,8,1999,N,Unprovoked,USA,Florida,Other
1886,8,1999,N,Unprovoked,BAHAMAS,Abaco Islands,Bull Shark
1887,7,1999,N,Unprovoked,SOUTH AFRICA,Western Cape Province,White Shark
1888,7,1999,N,Unprovoked,USA,Florida,Bull Shark
1889,7,1999,N,Unprovoked,USA,Hawaii,Tiger Shark
1890,7,1999,Y,Unprovoked,SOUTH AFRICA,Western Cape Province,White Shark
1891,7,1999,N,Unprovoked,USA,South Carolina,
1892,7,1999,N,Unprovoked,USA,Florida,Blacktip Shark
1893,7,1999,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,White Shark
1894,6,1999,N,Unprovoked,USA,Florida,Other
1895,6,1999,N,Unprovoked,USA,Florida,Other
1896,6,1999,N,Unprovoked,USA,Florida,
1897,6,1999,N,Unprovoked,USA,Florida,Blacktip Shark
1898,5,1999,Y,Unprovoked,AUSTRALIA,South Australia,White Shark
1899,5,1999,N,Unprovoked,BRAZIL,Pernambuco,Tiger Shark
1900,4,1999,N,Unprovoked,MAURITIUS,Grand Baie,Other
1901,4,1999,Y,Unprovoked,REUNION,L' Etang Salé-les-Bains,Bull Shark
1902,4,1999,N,Unprovoked,USA,Florida,
1903,3,1999,N,Unprovoked,NEW ZEALAND,South Island,Other
1904,3,1999,N,Provoked,BRAZIL,Rio Grande de Norte,
1905,3,1999,Y,Unprovoked,USA,Hawaii,
1906,3,1999,N,Unprovoked,NEW CALEDONIA,Loyalty Islands,Other
1907,3,1999,N,Provoked,NEW ZEALAND,,Mako Shark
1908,3,1999,N,Unprovoked,USA,Hawaii,
1909,3,1999,N,Unprovoked,USA,Hawaii,Other
1910,2,1999,N,Boat,USA,North Carolina,Other
1911,2,1999,N,Unprovoked,AUSTRALIA,New South Wales,Tiger Shark
1912,2,1999,N,Unprovoked,USA,Florida,Other
1913,1,1999,N,Unprovoked,MAURITIUS,,Bull Shark
1914,1,1999,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,White Shark
1915,1,1999,N,Boat,NEW ZEALAND,North Island,
1916,1,1999,N,Invalid,AUSTRALIA,Northern Territory,
1917,1,1999,Y,Unprovoked,REUNION,Saint-Leu,Bull Shark
1920,12,1998,N,Provoked,USA,Florida,
1921,12,1998,N,Unprovoked,AUSTRALIA,South Australia,
1922,12,1998,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,White Shark
1923,12,1998,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,
1924,12,1998,N,Unprovoked,AUSTRALIA,South Australia,
1925,11,1998,Y,Unprovoked,USA,Florida,Tiger Shark
1926,11,1998,N,Unprovoked,USA,Florida,Other
1927,11,1998,N,Unprovoked,USA,Florida,Other
1928,11,1998,N,Unprovoked,USA,Oregon,White Shark
1929,11,1998,N,Provoked,JAPAN,Southern Japan,Other
1930,11,1998,Y,Unprovoked,BRAZIL,Pernambuco,White Shark
1931,10,1998,N,Unprovoked,USA,Florida,
1932,10,1998,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,
1933,10,1998,N,Unprovoked,USA,Florida,
1934,10,1998,N,Unprovoked,BRAZIL,Pernambuco,
1935,10,1998,N,Unprovoked,REUNION,Saint-Benoît,
1936,10,1998,N,Unprovoked,USA,Florida,
1937,9,1998,N,Unprovoked,USA,Florida,
1938,9,1998,N,Unprovoked,USA,Florida,
1939,9,1998,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,
1940,9,1998,N,Unprovoked,USA,Florida,Other
1941,9,1998,N,Provoked,SENEGAL,Cap Vert Peninsula,Other
1942,8,1998,N,Unprovoked,USA,Florida,Other
1943,8,1998,N,Invalid,ITALY,Marches region,
1944,8,1998,N,Unprovoked,USA,California,White Shark
1945,8,1998,N,Unprovoked,USA,Virginia,Other
1946,8,1998,N,Unprovoked,BAHAMAS,Berry Islands,Other
1947,8,1998,N,Unprovoked,USA,Florida,Other
1948,8,1998,N,Provoked,SOUTH AFRICA,Transvaal,Tiger Shark
1949,8,1998,N,Unprovoked,SOUTH AFRICA,Western Cape Province,White Shark
1950,8,1998,N,Unprovoked,SOUTH AFRICA,Western Cape Province,White Shark
1951,7,1998,N,Unprovoked,BRAZIL,Pernambuco,
1952,7,1998,N,Unprovoked,USA,Florida,
1953,7,1998,N,Unprovoked,SOUTH AFRICA,Western Cape Province,Other
1954,7,1998,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Other
1955,7,1998,N,Unprovoked,SOUTH AFRICA,Western Cape Province,Other
1956,6,1998,Y,Unprovoked,AUSTRALIA,South Australia,White Shark
1957,6,1998,Y,Unprovoked,SOUTH AFRICA,Eastern Cape Province,White Shark
1958,6,1998,N,Unprovoked,USA,Florida,
1959,6,1998,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,
1960,5,1998,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,
1961,5,1998,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,White Shark
1962,5,1998,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Other
1963,5,1998,N,Unprovoked,USA,Florida,Other
1964,5,1998,N,Unprovoked,USA,Florida,Blacktip Shark
1965,5,1998,N,Unprovoked,USA,Florida,
1966,5,1998,N,Unprovoked,SOUTH AFRICA,Western Cape Province,White Shark
1967,4,1998,Y,Unprovoked,MOZAMBIQUE,Gaza,Other
1968,4,1998,N,Unprovoked,USA,Oregon,White Shark
1969,4,1998,N,Provoked,USA,Florida,Other
1970,4,1998,Y,Unprovoked,BRAZIL,Pernambuco,
1971,4,1998,N,Unprovoked,NEW CALEDONIA,,
1972,3,1998,N,Unprovoked,USA,Florida,
1973,3,1998,N,Unprovoked,SOUTH AFRICA,Western Cape Province,White Shark
1974,3,1998,N,Unprovoked,USA,Florida,Other
1975,2,1998,N,Unprovoked,USA,Florida,Other
1985,12,1997,Y,Unprovoked,SOUTH AFRICA,Western Cape Province,White Shark
1986,12,1997,N,Unprovoked,SOUTH AFRICA,Eastern Cape Province,
1987,12,1997,N,Invalid,USA,Florida,
1988,12,1997,N,Unprovoked,USA,Florida,
1989,11,1997,N,Unprovoked,AUSTRALIA,Western Australia,White Shark
1990,11,1997,N,Unprovoked,USA,Florida,
1991,11,1997,Y,Invalid,AUSTRALIA,New South Wales,
1992,10,1997,N,Unprovoked,AUSTRALIA,Western Australia,White Shark
1993,10,1997,N,Unprovoked,USA,Hawaii,Tiger Shark
1994,10,1997,N,Unprovoked,USA,Florida,Blacktip Shark
1995,10,1997,N,Unprovoked,USA,Florida,Other
1996,10,1997,N,Boat,SOUTH AFRICA,Eastern Cape Province,Other
1997,10,1997,N,Unprovoked,USA,Florida,
1998,9,1997,Y,Unprovoked,BRAZIL,Pernambuco,
1999,9,1997,N,Unprovoked,USA,Florida,
2000,9,1997,N,Unprovoked,USA,Florida,Blacktip Shark
2001,9,1997,N,Unprovoked,USA,Florida,
2002,8,1997,N,Unprovoked,USA,Florida,
2003,8,1997,N,Unprovoked,USA,Florida,
2004,8,1997,N,Unprovoked,USA,California,White Shark
2005,8,1997,Y,Invalid,MEXICO,Quintana Roo,
